book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating,ratings_count
3483,067003777X,9780000000000,Marisha Pessl,2006.0,Special Topics in Calamity Physics,Special Topics in Calamity Physics,3.7,29369
18498558,62259652,9780000000000,Josh Malerman,2014.0,Bird Box,Bird Box,3.98,31735
12476820,62071041,9780000000000,Dan Wells,2012.0,Partials,"Partials (Partials Sequence, #1)",3.94,42493
72223,618773479,9780000000000,Timothy Egan,2006.0,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,4.04,32275
17802747,758278454,9780000000000,Ellen Marie Wiseman,2013.0,What She Left Behind,What She Left Behind,3.86,22933
3047850,006156608X,9780000000000,Sara Shepard,2008.0,Wicked,"Wicked (Pretty Little Liars, #5)",4.04,38461
184655,1416516352,9780000000000,Vince Flynn,1999.0,Transfer of Power,"Transfer of Power (Mitch Rapp, #3)",4.31,28647
395090,60931728,9780000000000,Sylvia Plath,1965.0,Ariel,Ariel,4.23,35566
13223349,1401235417,9780000000000,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012.0,"Batman, Volume 1: The Court of Owls","Batman, Volume 1: The Court of Owls",4.3,30617
33457,60735422,9780000000000,Christopher Moore,1992.0,Practical Demonkeeping,"Practical Demonkeeping (Pine Cove, #1)",3.81,33593
46438,451219953,9780000000000,Raymond Khoury,2006.0,The Last Templar,"The Last Templar (Templar, #1)",3.57,33675
6534932,345518519,9780000000000,Kathy Griffin,2009.0,Official Book Club Selection: A Memoir According to Kathy Griffin,Official Book Club Selection: A Memoir According to Kathy Griffin,3.8,31685
240976,60932147,9780000000000,"Milan Kundera, Aaron Asher",1979.0,Kniha smíchu a zapomnění,The Book of Laughter and Forgetting,4.01,28159
479415,440222656,9780000000000,Nicholas Evans,1995.0,The Horse Whisperer,The Horse Whisperer,3.77,38033
3047851,61566179,9780000000000,Sara Shepard,2010.0,Wanted,"Wanted (Pretty Little Liars, #8)",4.15,36207
1225621,60788704,9780000000000,Kim Harrison,2008.0,The Outlaw Demon Wails ,"The Outlaw Demon Wails (The Hollows, #6)",4.38,44119
433567,048627263X,9780000000000,"Edwin A. Abbott, Banesh Hoffmann",1884.0,Flatland: A Romance of Many Dimensions,Flatland: A Romance of Many Dimensions,3.81,31377
7728889,031612611X,9780000000000,Libba Bray,2012.0,The Diviners,"The Diviners (The Diviners, #1)",3.96,44513
3798703,375851798,9780000000000,Tim Tharp,2008.0,The Spectacular Now,The Spectacular Now,3.53,30125
14142,61129739,9780000000000,"Erich Fromm, Peter D. Kramer, Rainer Funk",1956.0,The Art of Loving,The Art of Loving,4.01,29048
64218,380821214,9780000000000,Terry Pratchett,1990.0,Eric,"Eric (Discworld, #9; Rincewind #4)",3.72,37938
25102,1563890933,9780000000000,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993.0,The Sandman: A Game of You,A Game of You (The Sandman #5),4.43,37211
16729,553381539,9780000000000,Pat Conroy,1975.0,Beach Music,Beach Music,4.13,33220
46601,842313079,9780000000000,Francine Rivers,1994.0,"An Echo in the Darkness (Mark of the Lion, #2)","An Echo in the Darkness (Mark of the Lion, #2)",4.6,32386
42933,440184622,9780000000000,James Clavell,1966.0,Tai-Pan,"Tai-Pan (Asian Saga, #2)",4.25,34158
8573020,399157220,9780000000000,Eleanor Brown,2011.0,The Weird Sisters,The Weird Sisters,3.36,35752
34498,413771164,9780000000000,Terry Pratchett,2000.0,The Truth,"The Truth (Discworld, #25; Industrial Revolution, #2)",4.25,37045
10762469,312358342,9780000000000,Tom Perrotta,2011.0,The Leftovers,The Leftovers,3.38,31583
66354,60920432,9780000000000,Mihaly Csikszentmihalyi,1990.0,Flow: The Psychology of Optimal Experience,Flow: The Psychology of Optimal Experience,4.1,28619
693016,312949804,9780000000000,Lisa Kleypas,2007.0,Mine Till Midnight,"Mine Till Midnight (The Hathaways, #1)",4.08,44104
96123,1416522913,9780000000000,"Carl Bernstein, Bob Woodward",1974.0,All the President's Men,All the President's Men,4.17,30919
20564,141439629,9780000000000,"George Eliot, A.S. Byatt",1860.0,The Mill on the Floss,The Mill on the Floss,3.77,36017
7334201,1400066409,9780000000000,Gary Shteyngart,2010.0,Super Sad True Love Story,Super Sad True Love Story,3.44,29946
13570854,451239350,9780000000000,J.R. Ward,2013.0,Lover at Last,"Lover at Last (Black Dagger Brotherhood, #11)",4.3,45447
121732,6280838,9780000000000,C.S. Lewis,1955.0,Surprised by Joy: The Shape of My Early Life,Surprised by Joy: The Shape of My Early Life,4.14,33698
24113,465026567,9780000000000,Douglas R. Hofstadter,1979.0,"Gödel, Escher, Bach: An Eternal Golden Braid","Gödel, Escher, Bach: An Eternal Golden Braid",4.3,31616
153780,375828788,9780000000000,Tamora Pierce,2004.0,Trickster's Queen,"Trickster's Queen (Daughter of the Lioness, #2)",4.28,45843
8953,439286069,9780000000000,Rodman Philbrick,1993.0,Freak the Mighty,"Freak the Mighty (Freak The Mighty, #1)",3.98,34587
15790873,316212822,9780000000000,Jennifer E. Smith,2013.0,This Is What Happy Looks Like,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",3.69,40369
53817,310245656,9780000000000,Philip Yancey,1997.0,What's So Amazing About Grace?,What's So Amazing About Grace?,4.21,28501
10816297,1416595201,9780000000000,Vince Flynn,2012.0,Kill Shot,"Kill Shot (Mitch Rapp, #2)",4.3,28845
74389,553381652,9780000000000,Jean M. Auel,1990.0,The Plains of Passage,"The Plains of Passage (Earth's Children, #4)",3.77,36663
17733898,1419711326,9780000000000,Jeff Kinney,2013.0,Hard Luck,"Hard Luck (Diary of a Wimpy Kid, #8)",4.28,32069
9838,316159417,9780000000000,"Åsne Seierstad, Ingrid Christopherson",2002.0,Bokhandleren i Kabul,The Bookseller of Kabul,3.76,30531
833710,743437314,9780000000000,D.J. MacHale,2002.0,The Merchant of Death,"The Merchant of Death (Pendragon, #1)",3.93,38633
4703581,345497511,9780000000000,China Miéville,2009.0,The City & The City,The City & the City,3.91,29577
4345498,441017029,9780000000000,Ilona Andrews,2009.0,Magic Strikes,"Magic Strikes (Kate Daniels, #3)",4.44,51165
15748898,1478322306,9780000000000,Chelsea M. Cameron,2012.0,My Favorite Mistake,"My Favorite Mistake (My Favorite Mistake, #1)",4.01,30177
124918,425176088,9780000000000,Arthur Hailey,1968.0,Airport,Airport,3.92,30040
7201913,446545244,9780000000000,James Patterson,2011.0,Angel,"Angel (Maximum Ride, #7)",4.02,39938
4983,791071685,9780000000000,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",2002.0,Kurt Vonnegut's Cat Cradle,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),4.35,27519
91248,192751077,9780000000000,"Beverly Cleary, Alan Tiegreen",1975.0,Ramona the Brave ,"Ramona the Brave (Ramona, #3)",4.09,42479
216422,553564927,9780000000000,Timothy Zahn,1993.0,Star Wars: The Last Command,The Last Command,4.2,33145
13578175,1616960922,9780000000000,Brandon Sanderson,2012.0,The Emperor's Soul,The Emperor's Soul,4.33,33634
2906039,1416584080,9780000000000,Stephen King,2008.0,Just After Sunset,Just After Sunset,3.85,34722
201114,786851716,9780000000000,Patricia McCormick,2006.0,Sold,Sold,4.19,36389
552887,316015059,9780000000000,James Patterson,2007.0,Double Cross,"Double Cross (Alex Cross, #13)",3.99,34189
27822,192838997,9780000000000,"Alexander Pushkin, James E. Falen",1833.0,Евгений Онегин: Роман в стихах ,Eugene Onegin,4.08,33240
13138635,1423171020,9780000000000,"Amie Kaufman, Meagan Spooner",2013.0,These Broken Stars,"These Broken Stars (Starbound, #1)",3.93,44488
2986865,670062278,9780000000000,Alison Goodman,2008.0,The Two Pearls of Wisdom,"Eon: Dragoneye Reborn (Eon, #1)",3.98,42802
7933615,312594429,9780000000000,"P.C. Cast, Kristin Cast",2012.0,Hidden,"Hidden (House of Night, #10)",3.98,38594
11454587,1423121325,9780000000000,Rachel Hawkins,2012.0,Spell Bound,"Spell Bound (Hex Hall, #3)",4.09,48116
32979,1557091552,9780000000000,"Carolyn Keene, Russell H. Tandy, Sara Paretsky",1930.0,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)","The Secret of the Old Clock (Nancy Drew, #1)",3.98,44256
33810,446679089,9780000000000,Nelson DeMille,1997.0,Plum Island,"Plum Island (John Corey, #1)",4.03,30595
10911,743454510,9780000000000,Jodi Picoult,2003.0,Second Glance,Second Glance,3.79,33486
94803,069401298X,9780000000000,Arnold Lobel,1971.0,Frog and Toad Together,"Frog and Toad Together (Frog and Toad, #2)",4.21,34172
6219656,1563127873,9780000000000,Shirley Jackson,1948.0,The Lottery,The Lottery,4.09,38448
58822,345459202,9780000000000,Adriana Trigiani,2000.0,Big Stone Gap,"Big Stone Gap (Big Stone Gap, #1)",3.86,34200
74824,345485750,9780000000000,Steve Berry,2007.0,The Alexandria Link,"The Alexandria Link (Cotton Malone, #2)",3.92,31070
7896345,61797022,9780000000000,Kelley Armstrong,2011.0,The Gathering,"The Gathering (Darkness Rising, #1)",4.03,48722
9833184,1595143203,9780000000000,Richelle Mead,2013.0,The Fiery Heart,"The Fiery Heart (Bloodlines, #4)",4.39,49513
6479550,441018521,9780000000000,Ilona Andrews,2010.0,Magic Bleeds,"Magic Bleeds (Kate Daniels, #4)",4.46,50637
25152052,1501116975,9780000000000,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015.0,El amante japonés,The Japanese Lover,3.8,23737
47990,552154164,9780000000000,Terry Pratchett,1997.0,Jingo,"Jingo (Discworld, #21; City Watch, #4)",4.11,35961
704043,553589377,9780000000000,Lara Adrian,2007.0,Kiss of Midnight,"Kiss of Midnight (Midnight Breed,  #1)",3.93,48695
32071,375753737,9780000000000,"D.H. Lawrence, Geoff Dyer",1913.0,Sons and Lovers,Sons and Lovers,3.61,33792
8155,031235326X,9780000000000,Barbara Taylor Bradford,1979.0,A Woman of Substance ,A Woman of Substance (Emma Harte Saga #1),4.16,31309
15791154,1455521213,9780000000000,David Baldacci,2013.0,The Hit,"The Hit (Will Robie, #2)",4.05,25123
22200,441013678,9780000000000,William Gibson,1986.0,Count Zero,"Count Zero (Sprawl, #2)",4.0,32238
24472,140006466X,9780000000000,Lisa See,2007.0,Peony in Love,Peony in Love,3.59,34044
5231173,316051594,9780000000000,Sarah Ockler,2009.0,Twenty Boy Summer,Twenty Boy Summer,3.89,35435
81922,446677477,9780000000000,"Robert T. Kiyosaki, Sharon L. Lechter",1998.0,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,4.05,24907
7058405,1605980927,9780000000000,"Camilla Läckberg, Steven T. Murray",2004.0,Isprinsessan,"The Ice Princess (Patrik Hedström, #1)",3.69,29913
22649,767907817,9780000000000,Jane Green,2000.0,Bookends,Bookends,3.7,32755
88071,765316978,9780000000000,John Scalzi,2007.0,The Last Colony,The Last Colony (Old Man's War #3),4.03,29154
826582,60283289,9780000000000,"Laura Joffe Numeroff, Felicia Bond",2002.0, ,If You Take a Mouse to School,4.26,32340
18593175,147677143X,9780000000000,Colleen Hoover,2013.0,Finding Cinderella,"Finding Cinderella (Hopeless, #2.5)",4.3,42821
9298,60086246,9780000000000,Marian Keyes,1999.0,Last Chance Saloon,Last Chance Saloon,3.78,32255
17156015,148234873X,9780000000000,Georgia Cates,2013.0,Beauty from Pain,"Beauty from Pain (Beauty, #1)",4.25,46668
7723,1593080298,9780000000000,"Franz Kafka, Jason Baker, Donna Freed",1915.0,Die Verwandlung und andere Erzählungen,The Metamorphosis and Other Stories,4.01,29817
218357,006079156X,9780000000000,Thrity Umrigar,2006.0,The Space Between Us,The Space Between Us,3.98,30326
4921,140621334,9780000000000,Jerome K. Jerome,1889.0,Three Men in a Boat (To Say Nothing of the Dog),"Three Men in a Boat (Three Men, #1)",3.9,30250
214614,345326490,9780000000000,Edward Abbey,1968.0,Desert Solitaire,Desert Solitaire,4.22,27723
6419,312306342,9780000000000,Janet Evanovich,2007.0,Plum Lovin',"Plum Lovin' (Stephanie Plum, #12.5)",3.7,43643
56454,159562015X,9780000000000,Tom Rath,2007.0,Strengths Finder 2.0,Strengths Finder 2.0,3.92,30199
9570,1842431293,9780000000000,Tom Robbins,1971.0,Another Roadside Attraction,Another Roadside Attraction,3.97,25777
92163,517223546,9780000000000,Edward Rutherfurd,1987.0,Sarum: The Novel of England,Sarum: The Novel of England,4.07,28292
43328,6178731,9780000000000,Sidney Sheldon,1980.0,Rage of Angels,Rage of Angels,3.91,27196
9395215,142998192X,9780000000000,Alyson Noel,2011.0,Everlasting,"Everlasting (The Immortals, #6)",3.92,38185
586472,553381350,9780000000000,Tom Wolfe,1979.0,The Right Stuff,The Right Stuff,4.23,30701
129645,312349998,9780000000000,Madeleine Wickham,2000.0,Cocktails for Three,Cocktails for Three,3.38,30415
32255,345476980,9780000000000,Tess Gerritsen,2006.0,Vanish,"Vanish (Rizzoli & Isles, #5)",4.13,37045
33441,006056668X,9780000000000,Christopher Moore,2003.0,"Fluke: Or, I Know Why the Winged Whale Sings","Fluke: Or, I Know Why the Winged Whale Sings",3.73,32675
899492,871917726,9780000000000,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1843.0,The Tell-Tale Heart,The Tell-Tale Heart,4.22,33704
7362158,1594487561,9780000000000,Jean Kwok,2010.0,Girl in Translation,Girl in Translation,3.96,34823
17565845,62014552,9780000000000,Lauren Oliver,2014.0,Panic,"Panic (Panic, #1)",3.56,39875
217432,345450744,9780000000000,Kristin Hannah,2003.0,Between Sisters,Between Sisters,4.0,28020
17920175,1477808701,9780000000000,Blake Crouch,2013.0,Wayward,"Wayward (Wayward Pines, #2)",4.12,19208
23305614,553536516,9780000000000,Sophie Kinsella,2015.0,Finding Audrey,Finding Audrey,3.82,38226
603422,913668680,9780000000000,Mollie Katzen,1977.0,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York","The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",3.95,34502
105551,7158475,9780000000000,Dr. Seuss,1965.0,Fox in Socks,Fox in Socks,4.04,40369
2517,375706852,9780000000000,"Orhan Pamuk, Erdağ M. Göknar",1998.0,Benim Adım Kırmızı,My Name is Red,3.83,27314
78250,671227424,9780000000000,Carlos Castaneda,1968.0,The Teachings of Don Juan: A Yaqui Way of Knowledge,The Teachings of Don Juan: A Yaqui Way of Knowledge ,3.94,27784
9509287,446573108,9780000000000,David Baldacci,2011.0,The Sixth Man,"The Sixth Man (Sean King & Michelle Maxwell, #5)",4.13,29257
213647,786839171,9780000000000,Cinda Williams Chima,2006.0,The Warrior Heir,"The Warrior Heir (The Heir Chronicles, #1)",3.95,40346
19004663,345542924,9780000000000,Janet Evanovich,2014.0,Top Secret Twenty-One,"Top Secret Twenty-One (Stephanie Plum, #21)",3.79,31294
16791,1852864982,9780000000000,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",1993.0,Death: the High Cost of Living,Death: The High Cost of Living Collected,4.21,34252
13623150,62208195,9780000000000,Tahereh Mafi,2012.0,Destroy Me,"Destroy Me (Shatter Me, #1.5)",4.27,46793
84839,553588079,9780000000000,Lisa Gardner,2006.0,Gone,"Gone (Quincy & Rainie, #5)",4.18,32568
40745,1400062756,9780000000000,Carol S. Dweck,2006.0,Mindset: The New Psychology of Success,Mindset: The New Psychology of Success,4.04,31174
5972040,545060443,9780000000000,Jude Watson,2009.0,"Beyond the Grave (The 39 Clues, #4)",Beyond the Grave (The 39 Clues #4),3.92,37475
26435,6280935,9780000000000,C.S. Lewis,1940.0,The Problem of Pain,The Problem of Pain,4.12,29179
2527900,300122233,9780000000000,"Richard H. Thaler, Cass R. Sunstein",2008.0,"Nudge: Improving Decisions About Health, Wealth, and Happiness","Nudge: Improving Decisions About Health, Wealth, and Happiness",3.8,29552
210329,1416949658,9780000000000,Susan Cooper,1973.0,The Dark Is Rising,"The Dark Is Rising (The Dark is Rising, #2)",4.07,39881
23754479,374239215,9780000000000,Jonathan Franzen,2015.0,Purity,Purity,3.59,24811
32446,451205421,9780000000000,"Richard Paige, Dean Koontz",1985.0,The Door to December,The Door to December,3.94,30599
53625,747266921,9780000000000,James Patterson,2002.0,Four Blind Mice,"Four Blind Mice (Alex Cross, #8)",3.98,33668
9595,385334230,9780000000000,Kurt Vonnegut Jr.,1976.0,Slapstick,"Slapstick, or Lonesome No More!",3.87,27371
38315,812975219,9780000000000,Nassim Nicholas Taleb,2001.0,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,4.05,28674
14975,425213978,9780000000000,Kate Mosse,2005.0,Labyrinth,"Labyrinth (Languedoc, #1)",3.55,36237
7493,375705244,9780000000000,Joseph J. Ellis,2000.0,Founding Brothers: The Revolutionary Generation,Founding Brothers: The Revolutionary Generation,3.92,31610
76679,553565079,9780000000000,Isaac Asimov,1993.0,Forward the Foundation,Forward the Foundation (Foundation: Prequel #2),4.13,31686
6919272,3401063472,9780000000000,Kerstin Gier,2010.0,Saphirblau,"Saphirblau (Edelstein-Trilogie, #2)",4.19,25767
16142053,307700666,9780000000000,Lawrence Wright,2013.0,"Going Clear: Scientology, Hollywood, and the Prison of Belief","Going Clear: Scientology, Hollywood, and the Prison of Belief",4.02,26117
7619292,759529434,9780000000000,"Young Kim, Stephenie Meyer",2010.0,Twilight: The Graphic Novel,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",3.74,37292
56034,99478331,9780000000000,John Fowles,1969.0,The French Lieutenant's Woman,The French Lieutenant's Woman,3.85,34897
732562,486223051,9780000000000,"Samuel Taylor Coleridge, Gustave Doré",1798.0,The Rime of the Ancient Mariner,The Rime of the Ancient Mariner,3.93,37299
240130,920236162,9780000000000,"Robert Munsch, Michael Martchenko",1980.0,The Paper Bag Princess,The Paper Bag Princess,4.32,38040
163977,582461502,9780000000000,John Steinbeck,1935.0,Tortilla Flat,Tortilla Flat,3.82,30048
23814,812966295,9780000000000,H. Rider Haggard,1885.0,King Solomon's Mines,"King Solomon's Mines (Allan Quatermain, #1)",3.8,31191
25105,1563891379,9780000000000,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",1994.0,The Sandman: Brief Lives,Brief Lives (The Sandman #7),4.55,36487
3934321,61720771,9780000000000,L.J. Smith,2009.0,The Return: Nightfall,"Nightfall (The Vampire Diaries: The Return, #1)",3.57,40213
3467,375828257,9780000000000,Jeanne DuPrau,2004.0,The People of Sparks,"The People of Sparks (Book of Ember, #2)",3.65,40859
5954,374506841,9780000000000,"Hermann Hesse, Ursule Molinaro",1930.0,Narziß und Goldmund,Narcissus and Goldmund,4.19,25544
25106,1563891069,9780000000000,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1990.0,The Sandman: Fables and Reflections,Fables and Reflections (The Sandman #6),4.45,35930
